Year,"Major area, region, country or area of destination",0-4,9-May,14-Oct, 15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total
1990,Antigua and Barbuda,658,409,296,434,651,823,738,617,409,231,211,188,213,133,86,157,"6,254"
1990,Aruba,304,406,435,392,520,772,850,872,710,506,446,393,378,286,268,477,"8,015"
1990,Bahamas,492,281,324,584,946,"1,321","1,619","1,731","1,520",911,800,620,580,508,347,444,"13,028"
1990,Barbados,317,566,819,"1,043","1,340","1,545","1,643","1,297","1,242",904,679,546,512,358,287,861,"13,959"
1990,British Virgin Islands,200,200,223,221,430,622,602,457,347,203,133,88,69,31,21,62,"3,909"
1990,Caribbean Netherlands,677,"1,028","1,063","1,038","1,512","2,741","3,031","2,802","2,320","1,566","1,073",775,610,331,156,430,"21,153"
1990,Cayman Islands,148,200,225,311,428,702,740,629,445,319,209,144,99,59,27,80,"4,765"
1990,Cuba,224,221,370,259,460,480,475,650,750,988,"1,450","2,677","2,626","1,976","1,806","1,865","17,277"
1990,Curaçao,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Dominica,206,254,163,84,65,78,76,59,51,34,33,27,20,15,12,33,"1,210"
1990,Dominican Republic,"16,484","12,057","10,952","10,675","10,124","8,773","7,902","6,817","5,501","4,490","3,442","2,594","2,283","2,065","1,768","3,547","109,474"
1990,Grenada,244,444,271,119,107,168,162,153,131,97,70,53,35,34,21,48,"2,157"
1990,Guadeloupe,"1,253","2,594","3,179","2,928","2,682","3,548","3,915","3,819","3,105","2,321","1,496",833,547,339,254,413,"33,226"
1990,Haiti,648,456,293,332,628,894,"1,053",992,843,720,579,423,295,147,72,103,"8,478"
1990,Jamaica,876,834,741,684,780,"1,065",897,689,500,433,399,412,391,371,448,974,"10,494"
1990,Martinique,"1,051","2,078","2,426","1,966","1,762","1,898","1,901","1,771","1,351",994,823,542,326,293,236,196,"19,614"
1990,Montserrat,67,59,50,67,104,131,126,98,64,42,32,26,22,23,24,49,984
1990,Puerto Rico,"8,404","13,356","16,940","22,102","23,320","21,604","19,827","12,680","7,273","5,027","4,488","4,156","3,433","1,922","1,688","2,335","168,555"
1990,Saint Kitts and Nevis,122,164,164,107,106,141,129,117,90,87,69,62,50,40,40,80,"1,568"
1990,Saint Lucia,193,274,246,220,217,286,313,249,183,97,83,69,73,70,43,73,"2,689"
1990,Saint Vincent and the Grenadines,225,328,191,148,144,199,179,136,117,75,65,39,45,47,38,66,"2,042"
1990,Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1990,Trinidad and Tobago,903,844,856,"1,016","1,377","1,671","1,898","2,144","2,102","1,731","1,364","1,434","1,945","2,118","2,290","3,445","27,138"
1990,Turks and Caicos Islands,205,214,207,187,245,321,301,252,171,110,71,58,45,19,15,21,"2,442"
1990,United States Virgin Islands,"1,071","1,320","1,698","2,075","2,481","2,973","3,239","3,112","2,439","1,738","1,190",959,813,710,591,737,"27,146"
1990,Central America,"76,401","91,857","94,046","92,518","96,047","95,019","81,434","66,367","50,761","38,942","32,412","28,086","23,488","17,609","16,286","25,305","926,578"
1990,Belize,706,"1,237","1,547","1,570","1,640","1,568","1,433","1,148",873,598,468,353,295,211,158,206,"14,011"
1990,Costa Rica,"5,243","14,289","15,758","20,862","27,430","26,343","22,349","18,045","14,373","10,831","8,405","5,382","4,577","3,689","2,912","4,967","205,455"
1990,El Salvador,"2,791","4,426","2,498","1,527","1,839","2,239","1,954","1,554","1,251","1,016",850,745,703,526,354,869,"25,142"
1990,Guatemala,"7,953","7,076","9,037","13,620","19,597","22,595","20,252","15,804","10,686","7,202","5,067","4,374","3,499","2,098","1,259","1,523","151,642"
1990,Honduras,"7,086","8,756","14,311","19,035","20,993","18,646","12,763","8,195","5,510","4,229","3,582","3,342","2,674","1,603",961,"1,164","132,850"
1990,Mexico,"49,896","49,915","47,195","32,660","20,449","18,690","17,849","17,217","14,464","12,360","11,964","12,246","10,255","8,183","9,359","14,619","347,321"
1990,Nicaragua,"2,011","4,895","2,110","1,384","1,358","1,480","1,494","1,353","1,088",817,598,462,371,290,359,491,"20,561"
1990,Panama,715,"1,263","1,590","1,860","2,741","3,458","3,340","3,051","2,516","1,889","1,478","1,182","1,114","1,009",924,"1,466","29,596"
1990,South America,"43,898","63,035","74,053","89,820","109,006","131,205","149,455","167,550","189,736","169,674","151,689","143,791","155,725","156,187","113,570","230,830","2,139,224"
1990,Argentina,"5,668","14,770","19,115","26,022","39,000","49,656","53,739","59,412","74,218","68,429","62,460","59,935","71,830","76,895","53,725","126,915","861,789"
1990,Bolivia (Plurinational State of),"3,146","3,582","2,701","3,871","4,140","3,762","3,331","2,817","2,182","1,657","1,313",993,864,629,464,757,"36,209"
1990,Brazil,"2,361","4,749","6,265","8,957","9,879","11,404","15,084","21,918","31,835","27,787","26,095","30,616","36,892","39,804","30,902","67,822","372,370"
1990,Chile,"4,456","4,923","5,681","4,648","3,033","3,390","3,505","3,029","2,679","2,460","2,102","1,894","2,122","2,229","1,855","4,948","52,954"
1990,Colombia,"6,020","9,139","8,212","5,155","3,618","3,099","2,736","2,301","1,988","1,809","1,569","1,292","1,253","1,041",744,"1,192","51,168"
1990,Ecuador,"1,787","2,549","3,478","3,800","3,798","4,131","4,379","4,135","3,342","2,335","1,770","1,317","1,110",770,550,881,"40,132"
1990,Falkland Islands (Malvinas),21,18,16,24,39,52,53,42,33,22,13,9,8,4,2,11,367
1990,French Guiana,878,"1,822","3,036","3,128","2,220","2,617","3,622","3,706","2,615","2,240","1,393",558,419,251,112,152,"28,769"
1990,Guyana,232,289,242,126,125,139,135,123,111,94,82,74,51,30,14,28,"1,895"
1990,Paraguay,"5,264","8,305","9,645","11,782","11,034","9,653","8,378","7,127","5,852","4,323","3,362","2,471","2,029","1,245","1,059","1,539","93,068"
1990,Peru,"2,130","1,957","1,751","1,855","2,015","2,250","2,355","2,234","2,187","2,137","1,942","1,775","1,750","1,285","2,077","2,787","32,487"
1990,Suriname,675,761,799,777,815,868,779,635,492,399,322,251,229,221,122,155,"8,300"
1990,Uruguay,"1,709","1,551","1,415","1,188","1,662","2,905","3,708","3,226","2,603","2,870","3,529","4,112","3,818","4,571","4,492","8,927","52,286"
1990,Venezuela (Bolivarian Republic of),"9,551","8,620","11,697","18,487","27,628","37,279","47,651","56,845","59,599","53,112","45,737","38,494","33,350","27,212","17,452","14,716","507,430"
1990,NORTHERN AMERICA,"170,477","325,048","475,995","723,318","1,104,938","1,414,563","1,501,560","1,391,550","1,304,310","1,054,744","912,856","770,501","733,399","571,011","493,397","1,165,556","14,113,223"
1990,Bermuda,190,248,220,222,267,747,"1,035","1,061",881,737,696,548,366,275,223,410,"8,126"
1990,Canada,"18,884","43,268","58,084","83,648","128,693","180,854","196,576","210,623","236,494","190,184","160,521","147,454","150,575","137,411","120,590","159,807","2,223,666"
1990,Greenland,169,221,262,197,235,358,350,317,289,238,112,54,27,8,3,11,"2,851"
1990,Saint Pierre and Miquelon,26,43,58,34,28,43,60,51,34,32,27,18,19,19,13,34,539
1990,United States of America,"151,208","281,268","417,371","639,217","975,715","1,232,561","1,303,539","1,179,498","1,066,612","863,553","751,500","622,427","582,412","433,298","372,568","1,005,294","11,878,041"
1990,OCEANIA,"27,887","62,020","80,160","99,721","146,043","201,306","226,626","227,126","241,044","204,711","165,877","141,266","125,938","122,184","94,074","149,833","2,315,816"
1990,Australia/New Zealand,"21,182","53,951","72,257","91,598","134,348","187,819","213,365","215,976","231,935","198,260","160,373","136,963","122,586","120,218","92,784","148,226","2,201,841"
1990,Australia,"16,390","44,878","62,128","79,067","117,220","165,448","190,333","193,379","207,964","178,783","143,393","121,817","108,023","105,855","81,196","126,143","1,942,017"
1990,New Zealand,"4,792","9,073","10,129","12,531","17,128","22,371","23,032","22,597","23,971","19,477","16,980","15,146","14,563","14,363","11,588","22,083","259,824"
1990,Melanesia,"2,470","2,927","2,735","2,295","2,348","3,226","3,889","4,216","3,902","3,068","2,729","2,209","1,854",874,570,755,"40,067"
1990,Fiji,475,387,333,325,452,617,663,585,505,460,403,381,306,209,141,194,"6,436"
1990,New Caledonia,478,883,990,931,807,"1,028","1,531","1,891","1,895","1,393","1,341","1,217","1,161",465,327,450,"16,788"
1990,Papua New Guinea,"1,299","1,468","1,274",907,821,"1,167","1,320","1,443","1,266","1,038",826,501,302,157,76,62,"13,927"
1990,Solomon Islands,127,111,71,75,187,300,252,187,143,109,111,78,59,23,13,31,"1,877"
1990,Vanuatu,91,78,67,57,81,114,123,110,93,68,48,32,26,20,13,18,"1,039"
1990,Micronesia,"2,514","2,967","2,813","3,439","6,520","7,366","6,507","4,577","3,417","2,216","1,762","1,405",970,714,453,471,"48,111"
1990,Guam,"1,802","2,148","1,959","2,196","3,520","3,927","3,545","2,856","2,278","1,531","1,340","1,142",814,606,389,338,"30,391"
1990,Kiribati,97,121,139,141,103,94,85,76,66,38,26,22,15,10,6,16,"1,055"
1990,Marshall Islands,32,24,20,23,42,57,59,51,38,25,15,11,8,8,3,21,437
1990,Micronesia (Fed. States of),125,112,144,220,256,188,132,111,90,72,54,36,20,8,4,14,"1,586"
1990,Nauru,95,73,60,64,118,174,182,159,125,84,54,37,30,21,11,22,"1,309"
1990,Northern Mariana Islands,303,430,430,725,"2,346","2,752","2,355","1,210",740,420,250,147,75,58,38,53,"12,332"
1990,Palau,60,59,61,70,135,174,149,114,80,46,23,10,8,3,2,7,"1,001"
1990,Polynesia,"1,721","2,175","2,355","2,389","2,827","2,895","2,865","2,357","1,790","1,167","1,013",689,528,378,267,381,"25,797"
1990,American Samoa,411,690,914,"1,075","1,474","1,399","1,183",841,619,442,340,221,186,134,96,83,"10,108"
1990,Cook Islands,165,173,147,118,101,85,78,60,48,36,29,27,18,18,15,26,"1,144"
1990,French Polynesia,566,752,769,768,894,"1,081","1,311","1,233",952,564,521,339,221,137,103,175,"10,386"
1990,Niue,35,33,29,22,16,17,18,12,7,6,5,3,4,4,2,3,216
1990,Samoa,242,238,217,158,109,102,100,74,62,40,48,40,43,34,31,48,"1,586"
1990,Tokelau,18,23,24,14,10,8,5,3,2,2,2,1,2,2,2,2,120
1990,Tonga,208,180,155,135,127,116,104,84,66,49,44,40,38,37,11,29,"1,423"
1990,Tuvalu,6,6,2,5,14,16,14,13,11,10,9,6,7,4,4,11,138
1990,Wallis and Futuna Islands,70,80,98,94,82,71,52,37,23,18,15,12,9,8,3,4,676
1995,WORLD,"2,449,071","3,108,801","3,773,321","4,674,467","6,169,037","7,423,434","7,783,906","7,538,270","6,808,651","5,824,352","5,010,700","4,256,839","3,813,760","3,065,973","2,773,393","4,830,765","79,305,317"
1995,More developed regions,"612,213","1,200,320","1,790,078","2,418,515","3,366,741","4,299,210","4,738,772","4,807,139","4,507,821","3,895,696","3,383,813","2,868,898","2,526,730","1,937,054","1,842,732","3,029,463","47,225,596"
1995,Less developed regions,"1,836,858","1,908,481","1,983,243","2,255,952","2,802,296","3,124,224","3,045,134","2,731,131","2,300,830","1,928,656","1,626,887","1,387,941","1,287,030","1,128,919","930,661","1,801,302","32,079,721"
1995,Least developed countries,"540,957","566,660","542,966","578,930","654,813","636,410","544,317","427,315","333,379","260,358","208,945","176,069","150,235","103,608","67,017","78,971","5,870,950"
1995,"Less developed regions, excluding least developed countries","1,296,336","1,342,500","1,441,106","1,678,007","2,148,983","2,489,980","2,503,163","2,305,879","1,969,145","1,669,633","1,419,084","1,212,841","1,137,665","1,025,957","864,188","1,723,202","26,227,845"
1995,High-income countries,"880,038","1,337,482","1,640,342","2,094,682","3,112,408","4,114,602","4,487,657","4,357,549","3,899,465","3,281,941","2,848,152","2,353,749","2,076,257","1,656,249","1,563,321","2,559,099","42,262,993"
1995,Middle-income countries,"1,137,793","1,305,528","1,679,205","2,101,822","2,532,324","2,801,847","2,847,568","2,812,064","2,617,724","2,312,636","1,979,163","1,753,732","1,613,315","1,322,975","1,152,038","2,199,174","32,168,908"
1995,Upper-middle-income countries,"511,226","653,404","927,785","1,147,012","1,327,893","1,422,099","1,421,538","1,424,230","1,350,284","1,197,991","1,011,455","942,356","878,378","676,132","551,745","917,758","16,361,286"
1995,Lower-middle-income countries,"626,567","652,124","751,420","954,810","1,204,431","1,379,748","1,426,030","1,387,834","1,267,440","1,114,645","967,708","811,376","734,937","646,843","600,293","1,281,416","15,807,622"
1995,Low-income countries,"424,063","454,436","437,773","461,593","510,026","490,526","429,464","349,629","275,476","217,353","174,100","143,081","120,051","84,136","56,348","70,156","4,698,211"
1995,Sub-Saharan Africa,"683,648","698,355","674,907","733,509","831,525","797,840","670,985","529,692","409,954","318,891","254,178","209,704","179,870","124,219","77,313","92,980","7,287,746"
1995,AFRICA,"722,062","733,712","713,577","778,282","884,680","846,864","711,344","561,448","435,149","339,533","271,298","224,212","193,197","133,890","84,846","101,613","7,735,883"
1995,Eastern Africa,"185,389","192,433","211,773","240,040","270,680","269,998","240,867","192,637","148,447","117,454","96,335","79,421","67,211","51,626","33,229","40,149","2,437,689"
1995,Burundi,"8,825","9,366","8,409","8,370","11,507","15,947","17,279","13,593","10,247","7,469","5,891","4,245","3,692","2,920","1,167","1,761","130,688"
1995,Comoros,329,467,597,640,669,836,889,817,637,465,355,240,160,106,42,76,"7,325"
1995,Djibouti,"1,559","2,326","3,859","6,302","8,124","7,941","6,074","3,662","2,070","1,446","1,093",980,775,478,238,371,"47,298"
1995,Eritrea,328,285,419,541,681,759,712,601,446,324,234,192,153,88,34,61,"5,858"
1995,Ethiopia,"24,213","26,177","31,591","40,462","45,103","45,863","39,912","32,272","24,586","18,870","14,844","12,066","10,620","8,099","3,239","4,870","382,787"
1995,Kenya,"32,866","33,920","34,688","36,040","30,439","29,145","22,976","18,427","13,816","11,312","9,264","7,287","6,023","4,398","2,772","3,183","296,556"
1995,Madagascar,694,729,609,416,715,850,832,751,627,657,639,510,393,239,240,375,"9,276"
1995,Malawi,"7,607","8,064","9,590","11,375","11,960","11,219","9,926","8,546","7,253","6,074","4,931","3,924","3,860","5,501","7,450","8,146","125,426"
1995,Mauritius,355,292,291,276,385,545,506,427,347,236,161,112,91,79,73,89,"4,265"
1995,Mayotte,686,810,"1,132","1,433","1,667","1,662","1,416","1,074",634,248,288,282,221,39,13,32,"11,637"
1995,Mozambique,"12,280","8,590","6,345","9,470","16,303","5,783","4,000","3,648","2,623","2,305","1,694","1,337",928,733,418,589,"77,046"
1995,Réunion,"1,483","2,499","4,015","3,943","2,898","2,944","3,655","3,782","3,217","2,417","1,968","1,473",889,524,354,388,"36,449"
1995,Rwanda,"5,697","6,883","8,266","10,365","13,735","14,516","12,698","9,936","7,629","5,953","4,865","3,993","2,832","2,903","2,755","2,243","115,269"
1995,Seychelles,134,131,114,81,150,257,323,282,182,122,91,81,52,40,35,52,"2,127"
1995,Somalia,"1,753","1,258","1,097",854,833,900,748,591,410,261,193,118,112,39,31,47,"9,245"
1995,South Sudan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
1995,Uganda,"25,966","24,156","25,379","27,303","31,567","34,007","31,525","26,517","20,614","16,554","13,193","11,504","9,164","6,879","3,564","5,368","313,260"
1995,United Republic of Tanzania,"40,699","43,763","48,838","53,356","59,355","60,673","55,504","43,894","33,895","27,303","23,695","20,414","17,501","12,815","8,394","8,855","558,954"
1995,Zambia,"8,815","9,808","11,243","12,142","12,578","12,249","11,187","9,425","7,712","6,370","5,340","4,398","3,095","2,176",983,"1,488","119,009"
1995,Zimbabwe,"11,100","12,909","15,291","16,671","22,011","23,902","20,705","14,392","11,502","9,068","7,596","6,265","6,650","3,570","1,427","2,155","185,214"
1995,Middle Africa,"169,328","159,219","124,631","117,024","124,218","116,202","102,790","89,558","75,644","60,550","48,435","38,978","29,530","17,994","12,053","13,863","1,300,017"
1995,Angola,895,"1,424","2,158","2,622","2,793","2,404","1,684","1,090",812,688,612,524,459,382,290,221,"19,058"
1995,Cameroon,"9,898","6,682","8,929","10,279","10,500","11,458","12,080","11,707","10,009","8,055","5,701","2,287","1,441","1,193",924,642,"111,785"
1995,Central African Republic,"6,760","4,037","3,548","3,347","4,443","5,064","4,796","3,927","3,205","2,278","1,616","1,150",892,720,555,399,"46,737"
1995,Chad,"2,513","3,429","3,392","4,454","4,923","4,978","4,245","3,542","2,775","2,062","1,527",993,867,509,460,617,"41,286"
1995,Congo,"9,062","7,218","7,483","8,230","9,654","10,918","10,360","9,146","6,958","5,003","3,627","2,895","2,324","1,461",584,890,"95,813"
1995,Democratic Republic of the Congo,"132,820","129,815","92,871","81,952","85,025","74,056","62,770","54,360","47,209","38,846","32,664","29,128","21,956","12,799","8,842","10,471","915,584"
1995,Equatorial Guinea,181,135,114,128,164,178,174,155,121,86,63,57,46,32,21,44,"1,699"
1995,Gabon,"7,130","6,393","5,973","5,809","6,406","6,933","6,544","5,536","4,424","3,282","2,388","1,763","1,441",818,327,500,"65,667"
1995,Sao Tome and Principe,69,86,163,203,310,213,137,95,131,250,237,181,104,80,50,79,"2,388"
1995,Northern Africa,"101,237","104,395","101,828","95,242","99,333","87,838","72,061","59,178","50,443","41,748","36,823","36,852","37,698","23,378","14,034","13,744","975,832"
1995,Algeria,"7,366","7,474","7,215","8,160","10,044","10,562","10,107","9,234","8,910","8,298","7,272","6,160","5,192","4,457","3,573","4,312","118,336"
